lat,lon,lprice,area,kitchen_area,rooms,level,object_type,building_type
55.7114088,49.1808975,15.36307307,38,11.2,1,2,1,3
56.3079698,44.0299867,15.95557672,84.2,17.6,2,2,1,3
56.79466,60.574944,15.31736326,40.5,14,1,8,1,3
59.9079072,30.51692,15.52025865,44.7,11.1,1,3,1,2
55.0499243,60.1060258,14.28551419,45,6,2,4,1,3
53.1071034,49.9525895,14.28551419,35,10,1,5,1,1
59.8271482,30.3374638,15.59435364,36,9.5,1,21,1,3
59.939084,30.315879,15.60727003,36.5,16.5,1,10,2,2
47.251869,39.6972601,14.84512998,42,5.5,2,1,1,3
54.672993,20.478945,15.36307307,64.5,12,2,7,1,3
55.7040415,37.8460763,15.949677,38,8.7,1,1,1,1
52.0314842,113.4437129,15.64793201,84.9,15.1,2,2,1,3
42.9749893,47.4328253,15.46416918,96,22,3,5,1,3
55.6627971,37.853567,16.13298426,102,15,3,3,1,3
55.7931024,37.3980465,17.19990082,98,12.9,3,5,1,2
59.810962,30.360434,15.98912527,78.7,14.7,3,14,1,2
45.2215801,39.2206272,14.88022129,45,8,2,4,1,1
55.0336767,83.0235475,15.14523457,50.5,9,2,3,1,1
59.978665,30.3526,16.19505669,71.1,11.8,3,5,1,3
44.8703277,37.3367778,15.16358371,39,10,1,11,1,2
42.0692686,48.2930093,14.73180129,45,6,2,3,1,1
45.050947,41.9762141,15.16358371,54,11,2,2,2,3
57.1466706,65.5331949,15.68731273,85,15,2,4,1,6
55.416023,43.812542,14.80876233,50,8,2,4,1,1
59.953795,30.480089,16.08763644,70.1,15.9,3,1,1,1
54.870057,83.098718,15.03928599,33,6,1,3,1,3
47.2727932,39.8674,14.91412285,47,8,1,2,1,3
53.356771,83.713911,14.6016926,45,6,2,1,1,3
55.1225685,61.4259158,14.36363197,43.5,5,2,4,1,1
45.0614045,38.9456725,16.67771144,120,20,3,16,1,6
59.8457648,30.4846742,16.06574917,51.3,8,2,11,1,2
59.8104198,30.5804574,15.95557672,82.2,14,2,5,1,3
54.9360757,82.9146943,14.60396792,30,6,1,1,1,1
56.0535656,92.7243347,14.73180129,36,18.5,1,12,2,2
56.7549738,43.2316614,13.21767356,28.3,5.1,1,5,1,3
59.739292,30.0804195,15.83041358,61,5.5,4,4,1,3
44.8665865,37.3348138,15.0964444,47,7,1,11,1,2
56.2341685,43.8309781,14.94691267,42.4,5.4,2,3,1,1
54.7246062,20.3753356,15.4888618,87.62,13.63,3,8,2,3
55.771413,37.583266,17.12969656,68,8,3,8,1,3
55.2012484,34.3105577,13.90168825,35.8,8,1,1,1,1
47.2294041,39.6303032,15.0964444,54,8.3,2,10,1,3
44.7170382,37.783817,16.99356439,142.9,16,3,15,1,2
51.635439,39.2932267,15.12238285,75.4,13.5,3,14,2,2
53.207873,50.1237907,15.03928599,43.1,6,2,5,1,3
59.885643,30.426505,15.42494847,28.1,7,1,1,1,3
54.9373225,83.1107219,14.36939567,17.3,3.5,1,7,1,2
55.0430672,82.9512155,15.65606019,58,9,2,7,1,3
55.1128059,82.9527326,15.27412558,63.3,9,3,10,1,1
47.22845,39.599722,15.16358371,41.2,20,2,8,1,1
61.6591375,50.7929271,14.62644077,30,6,1,5,1,3
52.5394634,85.1958332,14.64841968,45,10,2,1,1,1
55.910024,38.048225,15.34156686,41,10,1,11,1,2
55.0352433,82.9814768,15.41489813,44,12,1,9,1,3
51.2912625,37.8203623,14.48845503,37.3,9.2,1,5,1,1
53.243885,50.21295,15.17648711,56,19,3,2,1,1
54.9411862,82.8875855,15.63180002,106.6,12.2,3,8,1,1
54.9403132,83.190075,14.91412285,31.8,5.8,1,3,1,3
44.6282286,41.9384717,14.97866137,65,40,3,1,1,3
56.7865587,53.1603713,14.50263967,35.3,5.7,2,5,1,3
56.2978344,44.0381823,15.24342659,59,5.5,3,1,1,1
56.7469775,60.5642296,15.40474576,54,12,2,8,2,6
42.9849159,47.5047181,14.37512635,60,20,2,6,2,2
44.8313139,37.6770411,14.81414412,35.3,10,1,6,2,2
56.1103296,47.4671838,14.21763676,33,7.4,1,1,1,1
56.3298346,38.1559547,15.8949521,69.1,15.5,2,10,1,3
55.0342425,82.930928,15.83041358,63.01,12.81,2,2,2,6
55.03566,82.9585146,15.39448926,36,13.54,1,6,2,6
55.4056066,43.8541387,14.82711147,41,9,2,2,1,3
54.509796,36.26742,15.50190951,64,11.6,2,7,1,3
54.9460168,82.9728021,14.5574479,41,11,1,18,2,1
43.5854551,39.7231548,16.05128308,75.09,12,2,3,2,2
44.885501,37.319691,15.52025865,45,10,2,2,1,3
55.6948843,37.9664485,15.31958795,34.8,8.8,1,2,1,2
45.044544,39.00791,15.27876596,65,9,3,7,1,3
57.9920939,56.2538933,15.06827353,51,7.3,2,1,1,3
60.018929,30.432748,15.0974439,39,13,1,10,2,1
54.9213159,82.9911603,15.1372664,63.7,8.7,3,3,1,1
58.0102583,56.2342034,14.771022,30.5,9,1,7,2,2
46.687581,38.291785,14.68261105,43.3,5.6,2,4,1,3
56.8663856,60.6106643,15.00943303,24,3,1,6,2,2
55.687807,37.462595,16.77561565,84.2,10.5,3,12,1,2
59.5539361,150.808996,15.68731273,54.8,8.8,2,9,1,4
55.9452227,37.8397365,15.34156686,39,12,1,25,1,2
54.7416924,20.4772292,15.1372664,36.6,12.1,1,3,1,3
54.9914847,82.8899281,14.91412285,30.6,5.8,1,2,1,1
55.07444,82.9485384,15.26242954,56.8,7.9,2,3,1,3
55.8983845,37.4501711,15.80338491,46,6,2,3,1,1
56.2265819,43.8762766,15.12384338,60,6.5,4,5,1,1
55.0574842,82.9041569,16.31694651,129.3,19,3,8,1,3
56.0093879,92.8524806,14.94044015,63.3,11.3,2,6,2,3
55.2079023,61.3046123,14.7900702,58.5,16.4,2,5,1,1
55.7943584,49.1114975,15.83041345,89,12,3,4,2,2
54.734944,55.9578468,15.2971151,50,15,3,9,2,3
54.999158,82.9505639,16.15731636,112,18,4,11,2,3
56.7823597,54.1561773,14.73180129,59,6,3,3,1,3
55.815483,37.35607,16.03471404,53.3,13,2,16,1,2
55.1896177,61.3072434,14.82711147,76.5,8,4,5,1,1
51.691928,39.255866,14.50865774,45,6,2,3,1,3
43.6380199,39.7008816,16.01273514,56.4,7,3,4,1,4
56.0183647,92.7882237,13.65299163,18,2,1,1,1,3
54.94593,83.0709282,14.88022129,50.4,8,2,3,1,3
56.262087,44.013856,15.29483979,44.1,9,1,15,1,4
55.034068,82.9006525,15.27412558,43.4,6,2,9,1,3
55.1790871,61.4461934,14.16616743,56,6,3,2,1,4
46.6242892,48.1568425,13.52782849,45,5,2,1,1,1
56.1198288,38.1389948,15.76142071,73,11,2,9,1,2
55.1220131,61.3711712,14.60396792,55.4,7.95,2,5,1,1
55.423246,38.2637744,15.2971151,60,12,2,3,1,3
55.8114385,49.4384913,14.99416555,37,9,1,1,1,3
56.0367659,92.9011553,15.03928599,42,9,1,1,1,1
55.6659597,37.8576173,16.44017915,98,14,3,5,1,1
47.238989,39.6870545,15.78262291,77.8,12,3,4,1,3
55.4175337,37.4968484,15.16617774,38,9,1,3,1,1
43.4822431,43.6080788,14.91412285,50,8,2,2,1,3
55.7285153,49.1724355,15.71761808,59,12.7,2,10,1,1
55.0589646,82.9361129,15.36307285,40,10,2,4,1,6
55.6909927,37.8571799,16.1857543,54,9,2,8,1,1
57.1828827,65.6244891,15.60560197,79.2,12.3,3,4,1,2
45.0070676,41.9114208,14.64841968,44,8,1,2,1,3
55.1075726,38.1763659,15.53827716,71.8,12,3,9,1,3
55.7031051,37.9354046,16.25350029,58.5,15.4,2,6,1,1
56.8884119,60.6109096,15.11023773,43,7,2,1,1,4
57.8265191,28.3633999,14.40329722,34,8,1,4,1,1
55.0242911,83.0214097,15.08245816,54.4,9,2,8,1,1
54.9109191,52.3083657,15.06827353,60,7,3,1,1,3
57.151481,65.509435,15.18922614,50,9,1,9,1,3
57.1997198,65.5555237,15.36307307,66,13,2,9,1,3
55.1625482,61.2879217,15.06827353,63,9,3,5,1,1
55.0525841,82.9135531,15.05388479,30,6.6,1,3,1,3
55.3486105,86.070379,14.68680392,42.3,6,2,3,1,3
51.7875092,55.1018828,14.76845332,60.3,13.1,2,13,2,1
65.1416969,57.2066831,13.99783211,50,10,2,1,1,4
53.1464912,45.0259331,14.48333993,36,9.5,1,12,1,3
45.096833,38.971226,15.03634048,42,10,1,4,1,3
55.850292,37.68509,16.2536243,56.3,10.5,2,3,1,2
55.4594855,38.4358678,15.34156686,75,10.6,3,2,1,4
43.466438,43.573295,15.33063779,100,22,2,10,1,2
54.6979243,55.8573648,15.52025865,57,17.5,2,7,1,3
55.7071374,37.9619759,15.67165229,35,8.6,1,16,1,2
56.3240627,44.0053913,14.75160392,26.2,4.7,1,4,1,3
53.1681426,48.6628378,13.65299163,29.1,6.1,1,4,1,3
55.7699542,37.2344696,15.61088349,51.6,10.6,2,8,2,1
45.038528,38.98523,15.00943303,45,6,2,4,1,3
44.87775,37.335007,15.46416918,53,9,1,6,1,3
56.2593733,38.0053341,15.11023773,31,6,1,7,1,2
55.1214713,36.6176158,15.27412558,48,13,1,13,2,2
59.875384,30.402618,15.7309615,41,11.4,1,15,1,2
45.093588,39.006449,14.38082437,60,14,2,10,1,2
56.2313693,43.8313069,14.28551419,18.3,3,1,4,1,3
56.2932878,38.2405928,16.66621706,80,9,3,4,1,3
57.1754106,65.5435307,15.57336848,79.2,13.4,2,7,1,3
59.988001,30.187643,15.97883358,39,13.6,1,7,2,2
47.7404192,40.1859184,14.4306962,58,11,3,6,1,3
56.0920603,47.282903,14.30409057,32.6,8.5,1,1,1,1
55.4098117,55.5291038,14.28551419,41.5,5.8,2,2,1,3
56.3484783,43.9330227,15.86963429,65,12,2,7,1,3
54.9614659,82.9679062,14.71159858,38,5,1,2,2,6
54.9711926,82.8340863,14.86282955,40,4,1,9,1,3
60.0134425,30.4234727,15.65606019,42.5,8,2,3,1,4
54.7246186,20.4999492,16.0615253,105,15.8,3,5,2,2
50.5597779,36.5529136,15.12384338,47,9.5,1,12,1,3
55.033871,82.9693096,15.52025865,42.4,13,1,6,2,3
56.319472,44.0542387,15.52025865,60.7,7.5,3,5,1,3
57.607094,39.9001756,15.0762417,68,12,2,2,2,3
57.7460644,41.0051962,15.08245816,76,8,4,9,1,3
55.038026,82.903856,15.38412648,56.4,14,3,1,1,3
56.1233395,38.1423515,15.31958795,64,8,3,3,1,3
59.9863044,30.2324611,16.16688582,61,20,3,13,1,3
54.8623187,82.9800993,14.80876233,47,5,2,4,1,1
55.0651018,82.9291249,15.15051162,43,6,3,2,1,3
56.9138914,59.9514779,14.18015367,34,9,1,9,1,1
58.596229,49.647496,14.3431933,28,4.9,1,3,1,3
43.6788403,39.7018849,15.40474576,33.1,10,1,3,2,2
56.7865015,60.5257262,15.0244709,38.8,11.1,1,5,1,6
55.7955318,49.2487153,15.2971151,47,8,2,19,1,3
54.775361,56.123541,14.86282955,35,8,1,5,1,2
55.0364697,82.9935829,15.21422744,59,6,3,1,1,1
59.9391313,30.3159004,16.01273514,73.5,6.3,4,2,1,1
56.8211416,60.539394,15.17648711,57.4,9.4,2,3,1,1
55.8751185,48.8945276,14.771022,34.1,10.2,1,3,1,3
45.1132687,39.0283536,14.91412285,70,40,3,1,1,3
55.0949155,82.9617209,14.88022129,29,6,1,1,1,1
43.6082845,39.7088611,16.01273514,60,15,1,7,1,2
51.6593332,39.1969229,14.8733005,38.7,11,1,9,2,4
50.5668949,36.5694394,15.33063779,77.8,9,4,8,1,1
43.0466646,44.6355102,15.11023773,74,12,3,2,1,1
55.8619706,49.1990682,15.396549,51.8,12,2,12,2,2
53.4008702,58.9585636,14.60396792,56,12,2,1,1,3
54.734944,55.9578468,15.00943303,40,5,1,5,1,3
58.0040412,56.2948328,15.78959158,87.1,18.2,3,2,1,3
55.0437512,82.9838401,15.05677915,36,8.6,1,1,1,3
56.7881842,60.5181085,15.05966515,40.3,9.4,1,10,1,4
56.831896,60.636102,14.94691267,40.2,7,2,5,1,3
55.9022675,37.4739002,16.78592502,86,14,3,21,1,2
58.226145,68.285346,14.73180129,61.4,6,3,5,1,1
57.105847,65.730556,15.03928599,70,9,3,2,1,3
55.81774,38.9647886,15.42494847,36,6,1,5,1,3
47.2121244,39.6485312,14.5809784,31,6,1,5,1,1
55.7049011,37.3628792,15.85543134,54.1,11,2,6,2,2
42.9454244,47.5071496,15.27412558,95,22,2,9,1,3
53.5934557,55.907064,14.60396792,39.6,8,1,8,2,3
57.1003215,65.5948348,15.17134571,40.2,13.5,1,16,1,3
56.890231,60.63338,15.42494847,80.3,12,3,2,1,3
55.0640687,82.8948865,14.36363197,26.5,5,1,2,1,3
55.672082,37.529484,16.77042084,77,12.1,3,16,1,1
56.8699606,60.6567355,15.06827353,44,7,2,5,1,3
56.6631221,124.6991919,14.89731573,69,10,3,5,1,1
55.537704,37.531595,16.01273514,35.9,9.1,1,4,1,1
55.7555675,38.7213743,13.91082074,41,7,2,2,1,3
50.5655795,36.6005219,15.33063779,70,12,2,1,1,3
50.6009402,36.5773866,15.2856864,44.1,10,1,6,1,3
56.7552,60.809881,14.66137883,66.6,11,3,4,1,3
55.725438,37.408849,16.10804532,40.4,5.4,2,3,1,3
44.6760686,37.783712,15.17648711,38,10,1,10,1,2
54.9831328,82.7932218,14.91412285,41,12,1,3,1,3
57.0927454,65.6317293,15.73537003,75,20,3,5,2,3
57.6100523,39.9763218,14.72779327,63,9,3,9,1,1
57.175201,65.5680156,16.01273514,100,14,4,11,1,3
55.9165469,37.7102016,15.82336479,60.4,22.9,2,1,1,2
55.035767,82.93469,16.50199658,99.6,33,4,3,2,3
51.2815094,37.8129964,14.11561515,31,7,1,2,1,1
53.1972243,50.1554831,15.76142071,102.9,18.9,2,4,1,3
54.9644368,82.9450065,15.17648711,45.7,14,1,23,1,3
55.8453309,37.5561887,16.66041994,82,11.6,3,14,1,1
56.854822,53.2017225,14.93065215,42.9,5.7,2,2,1,3
55.7003989,37.9606238,15.95557672,53,20,3,15,2,2
56.3468929,43.9367637,15.34156686,44.3,10.6,1,8,1,6
55.2405932,61.3777612,13.81049802,32,6,1,1,1,1
55.0393543,82.9165899,15.19930179,46,6,2,3,1,3
54.8536665,53.0879568,13.99783211,51.6,7.6,2,5,1,3
45.0874211,39.0466643,15.42494847,60,11,2,14,1,2
55.5336039,37.6170496,15.38223719,35.7,17,1,25,2,2
59.997464,30.329765,16.23133505,67,32.5,2,3,2,3
54.5236977,36.2710914,14.94691267,43.6,6,2,3,1,3
56.8876686,60.6236552,14.89731573,43,8,2,1,1,3
55.0789241,82.9010423,15.0244709,42.8,6,2,3,1,3
59.8730109,30.3504728,15.81699056,33.8,14.8,1,2,2,2
47.2196806,39.6827914,13.76421726,20,4,2,1,1,3
58.0318083,38.8536456,14.53335035,77,8.8,3,1,1,1
53.3604676,83.7694738,14.40329722,28,8.5,1,3,1,3
52.0038692,85.892811,14.94691267,52.7,6.5,3,1,1,3
53.3378306,83.7760663,15.52025865,103.7,25,4,14,1,3
45.1255266,39.0177844,13.91082074,32.3,10,1,4,1,2
58.62916,49.632565,13.9552725,28.7,5.7,1,2,1,3
50.5774203,36.5678343,14.75551782,43,6,2,5,1,1
55.693622,37.719639,16.38045992,58.1,12,2,13,1,1
53.139809,45.0361198,14.93065215,49,8.6,2,1,1,1
45.0365667,41.9325192,14.4306962,36.6,5,2,1,1,2
55.0063576,83.0222439,15.64809202,77,6,3,3,1,1
55.1535682,37.4674527,15.20180492,55,6,3,1,1,3
53.2247315,50.1901774,14.5809784,32,6,1,1,1,3
57.1313738,65.5794862,14.89731573,38,7,1,4,1,3
45.057747,38.912682,14.97866137,65.8,11.4,2,15,1,4
55.8010941,49.2440448,15.4348988,50,13.2,1,6,1,3
56.4236365,53.7811243,14.38082437,42,5.6,2,2,1,3
47.2912677,39.7033215,14.11487414,20,4,1,16,1,1
47.2887287,39.7433804,14.36363197,28,4,1,13,1,3
59.91185,30.472337,15.74703197,44,6.8,2,4,1,1
60.011982,30.409534,15.50005594,47,10,2,3,1,1
55.7258434,37.9694871,15.52025865,42.3,10,1,5,1,3
63.5718071,53.6824536,14.4306962,35,6,1,1,1,1
57.1156717,65.4934605,14.93065215,35,10,1,8,2,2
54.9269232,82.9957173,15.06827353,42.8,11.3,1,6,1,3
55.0981614,61.4824773,14.43608705,39,9,1,7,1,1
44.8295875,41.384028,14.28551419,54.2,8.7,2,3,1,3
56.9993792,40.9728272,14.86282955,37.5,8.9,1,8,1,2
56.8731642,53.1918247,14.86282955,56,5.5,3,2,1,3
58.1359649,56.395491,14.53335035,34.1,8.7,1,10,1,1
55.805649,37.499318,17.28124646,83.5,12,4,15,1,2
56.9723449,60.5648304,14.45736444,33.2,6,1,4,1,1
55.6746236,37.4976071,16.95966284,78.7,9.5,3,11,1,2
55.2364768,61.3834959,14.5574479,52,9,2,1,1,1
56.1494054,101.649244,14.75160392,35.5,9,1,3,1,1
56.8640297,60.6515444,14.91412285,43.3,5.9,2,2,1,3
60.0250376,30.2166197,16.07727366,87,11.3,4,3,1,1
56.2876949,38.1290928,15.12384338,40,11,1,11,1,2
55.679977,37.662624,16.1857543,38.7,6,2,3,1,3
55.7934284,49.167121,15.64005985,36,14,1,10,1,2
54.7146534,55.9559728,16.6487239,159.7,11.3,4,10,1,2
60.0144817,30.2356944,16.19967564,80.1,15,3,12,1,1
55.9757018,37.1007611,15.25297321,38.2,10.2,1,2,1,1
56.1722424,40.4419907,14.74372986,37.6,9,1,1,1,1
52.0391096,113.5237965,14.75551782,30,6,1,1,1,3
45.0370502,41.9687404,16.09789294,128.8,28.1,3,2,1,3
57.1676707,65.5591429,15.51843881,44.99,10,1,2,2,3
55.880945,37.54118,16.08763644,42.5,12,1,2,1,2
61.6589687,50.8114869,14.91412285,48,6,2,5,1,1
42.9849159,47.5047181,15.60727003,98,19,3,15,2,2
59.916216,30.319875,16.40327459,53.8,21.7,2,2,2,2
56.2935991,44.0144342,15.06541229,45.1,5.5,2,4,1,3
52.0340142,113.4994,15.02745153,69,11.2,3,1,1,1
57.1529744,65.5344099,14.54305917,24.3,5.5,1,11,2,2
44.569164,38.080986,16.06680236,128,20,3,5,1,2
48.1844295,40.7610484,13.71015004,36.3,8.5,1,1,1,3
55.8156314,49.0559185,15.57336848,61.9,10,2,2,1,3
50.98506,39.476334,14.91078395,67,13,2,8,1,2
56.2269869,43.8263609,14.60396792,38.8,5,2,1,1,6
56.1493081,47.1635321,15.30841465,72,8,3,5,1,2
57.1053484,65.5750365,15.17134571,43,14,1,5,1,6
55.930055,37.795367,15.67959069,43.3,13,1,8,1,3
57.1529744,65.5344099,15.22649753,41.9,17.7,1,7,2,2
56.1500872,47.2327358,16.08453887,97,15.2,3,3,1,3
47.213886,39.7054009,14.94659004,46,9,3,2,1,2
55.9595,37.305992,15.59046291,72,7.5,4,3,1,3
45.0607808,39.0284712,15.0964444,62.2,15.2,2,16,1,4
47.1984665,39.6271066,14.80876233,39,10,1,1,1,2
56.2376047,43.4599416,14.15198279,30,7.1,1,4,1,3
51.5681478,46.064323,15.53827716,90,17,3,8,1,3
45.1010852,38.9271633,13.9552725,35,8,1,2,1,2
55.1175867,61.6075059,15.20679246,82.1,13,2,4,1,3
55.0737959,82.9641684,14.91412285,41,12,1,2,1,1
57.607709,39.9518111,14.71972871,54,8,2,3,1,3
55.421266,37.482825,16.03471404,95.6,10,4,3,1,1
45.075247,38.899513,14.97553147,53.62,10.39,2,6,1,6
56.297146,44.0504307,15.19930179,56.1,5.5,3,1,1,1
55.6954574,52.3346416,14.86282955,61,6,4,2,1,3
55.7225498,52.3883145,15.51094266,78.8,9.6,3,4,1,3
56.8510207,60.5983397,14.91412285,30.5,6,1,3,1,3
53.0907944,49.972885,14.34613881,48,6,2,1,1,1
51.3133796,37.8992349,15.03928599,65,9,3,6,1,1
55.6910857,37.9702137,15.46416918,40.1,12.3,1,1,1,2
53.3392844,83.6598631,14.66992589,35,10,1,2,1,1
53.3375968,83.6752904,14.80876233,39,9.6,1,6,1,1
55.9856476,92.8621616,14.771022,32,5,1,14,1,2
55.0479527,82.8724416,15.05098203,49,9,2,1,1,3
43.6314061,39.7040228,16.24384686,108,27,2,4,1,2
55.053112,82.8977037,14.91245479,41,12,1,18,2,2
43.7645408,43.9821241,13.81551056,54.1,7.1,3,3,1,3
55.189262,61.295483,14.71159858,52.5,9,2,4,1,1
55.79425,37.69323,16.41820024,38,6,2,5,1,1
56.1439218,40.3865234,14.67417218,41.4,10.2,1,4,2,1
44.2090217,43.121264,14.84512998,52,12,2,3,1,3
59.91683,30.518833,16.64866508,85,17,3,11,1,3
59.8646048,30.370834,15.71761808,48.3,8.3,2,7,1,3
55.7540471,37.620405,16.03471404,35.2,9.8,1,16,1,1
45.2574612,38.1282805,15.20180492,72,23,2,4,1,2
47.3026222,39.7678563,14.53335035,37,10,1,12,1,4
57.1256458,65.5445964,15.36094314,71,13,2,16,1,6
55.0176723,83.003522,14.69720985,57.51,5,3,6,2,1
56.4721887,53.7825766,14.60396792,54.2,7.2,3,2,1,4
55.551725,37.7061984,15.41489813,36.6,14.7,1,6,2,1
44.6923439,37.7697428,14.96519612,39.2,18.2,1,24,2,2
55.7943584,49.1114975,15.78262291,55,8.5,2,10,2,3
55.6211767,37.4351267,15.96727276,45,6,1,7,1,1
56.0536591,92.9192043,15.62379933,80,17.9,2,8,1,3
54.778757,56.032119,15.22649753,57.5,6,3,4,1,3
56.319759,38.108565,15.27412558,40,10,1,2,1,3
55.0513457,82.9164389,15.03928599,45.7,5.8,2,1,1,1
56.8393203,60.6856481,14.86282955,37.5,8,1,2,1,6
55.818599,49.0886,15.00639812,40,7,1,3,1,1
55.0159254,82.9555057,16.06680236,110,18.2,3,14,1,3
57.1758857,65.5978526,15.06827353,41,14,1,3,2,2
55.979737,92.806578,15.33283318,58.3,10,2,6,2,6
53.8395627,91.3166633,14.37512635,61,6,3,1,1,1
55.7067391,37.6021117,16.32510982,48,7.6,2,4,1,3
59.956358,30.253902,16.36885437,56.3,17,2,5,1,2
55.8855335,37.5357896,15.8949521,35.9,9,1,6,1,3
58.0373461,56.0379683,14.50865774,28,6.5,1,5,1,3
54.8155263,56.1084985,14.40329722,40.8,6.9,2,1,1,4
57.184149,65.582738,14.28551419,20.9,4,1,1,1,3
55.67406,37.530537,15.96727276,29.2,5,1,1,1,3
56.895699,60.6152323,15.78959158,72,12,2,6,1,3
45.0799283,39.0020845,14.80876233,54,10,2,7,1,2
56.7991714,53.1854964,14.39212392,26.5,4.5,1,1,1,3
59.947338,30.260568,16.45456789,103,16,3,5,1,3
55.743516,37.9856268,15.42494847,38,8,1,17,1,1
55.7038432,37.3273852,16.03362649,60.3,12,2,3,1,1
55.5670496,37.4809282,16.25785759,56,8,2,5,2,2
56.8833715,60.5611121,14.50865774,30,6,1,4,1,1
45.052226,39.042291,14.71159858,35,12,1,5,1,6
59.833059,30.173737,15.31958795,32.3,10.8,1,3,2,2
54.6689471,20.4838695,15.0244709,33,10,1,2,1,3
55.811826,37.369377,17.0736071,109,25,4,4,1,2
44.997974,39.06722,15.00639812,55,20,2,9,1,3
55.772396,37.498285,16.75467248,61,22,2,9,1,2
56.9001567,60.6399441,14.4306962,29.3,5.4,1,1,1,3
47.2329287,39.6909201,14.80876233,31,7,1,3,1,3
53.2541355,50.215301,15.17648711,38,9,1,23,1,2
51.627987,114.3484886,14.73180129,48.5,6,2,3,1,3
55.2081685,61.2738006,14.5036452,44,18,2,17,2,1
56.9100393,60.5847654,14.93065215,58,7,3,9,1,1
56.250152,43.849689,16.09789294,82,15,3,3,1,3
45.002206,39.082752,14.8575525,45,16,1,2,1,3
54.4945589,36.2137785,15.68731273,85,9.4,3,8,1,3
44.7252394,37.7571988,15.20180492,63,9,3,7,1,1
55.0178276,82.9378442,16.3411592,113,23,3,12,1,2
57.1392989,65.5489782,15.34156686,54,11,2,16,1,3
55.4949576,54.8448412,14.22097567,43,7.2,1,1,1,3
47.2263306,39.7185551,15.51843881,102,12,3,2,1,3
55.00339,83.011765,15.25059508,46,12,1,12,1,1
57.1516244,65.5685286,15.22649753,39,21,1,5,1,3
44.9902876,39.0763596,14.71445165,39,10,1,15,1,4
55.8203996,49.1306862,15.4447511,45,12.8,1,13,1,3
55.0989474,82.9367375,15.08245816,39.64,14.82,2,7,1,2
55.8668361,49.0881947,15.31847623,59,6,3,1,1,3
56.106118,92.917969,15.31958795,67,11,2,7,1,1
51.3189788,37.8822732,14.91412285,63,9,3,3,1,1
57.1095461,65.5662891,15.31958795,55.8,10,2,9,1,1
59.790806,30.167978,15.15051162,36.7,10.6,1,14,2,2
57.13897,65.54743,15.93176607,93.3,25.1,3,2,1,3
55.696534,37.499408,17.37085862,81,13.3,2,5,1,6
55.0412529,82.9005451,16.30041721,182.9,40,4,8,1,3
55.617097,38.096673,15.1372664,40,11,1,2,1,4
54.9334835,82.9058319,14.3864901,20.4,4.2,1,2,1,3
57.1247673,65.6117139,14.86633218,34.6,9,1,8,1,1
55.7943584,49.1114975,16.16688582,100,12,3,9,2,2
47.22067,39.65848,14.37512635,38,6,3,2,1,3
59.9363386,30.383229,16.04552496,61,11,2,1,1,3
55.026604,82.976364,15.18897294,44.5,10,1,8,1,3
52.2102538,104.0973294,14.20755265,26.2,5,1,4,2,3
44.9891576,38.9424488,14.88022129,54.3,11.1,2,2,2,3
55.8157025,37.3504708,15.94374226,46.5,10,2,7,1,2
43.58648,39.74814,15.77560534,34,9,1,2,1,2
54.9387427,82.9624419,14.94691267,36,9,1,15,1,1
55.5804391,38.2136224,15.4447511,37.2,9,1,17,1,2
55.8094313,38.9565482,14.45736444,29,6,1,1,1,3
50.5662029,36.5542686,15.17648711,45.2,6.9,2,2,1,1
44.2210215,42.0522586,15.35237778,74,10,3,3,1,3
55.552729,37.698888,15.50190951,34.4,9.6,1,9,1,1
59.959423,30.32715,16.06680236,72,9.3,3,1,1,3
53.09294,49.98338,14.40329722,48.5,6.2,2,3,1,1
55.8460399,37.1953913,15.88868249,55.6,9.8,2,3,1,3
55.845184,37.56379,16.11809565,46,7,2,4,1,3
54.9851754,83.0349938,14.5574479,30.8,6.6,1,3,1,3
59.9321901,30.3703682,16.52022186,110,18,2,5,1,3
55.584247,37.900317,16.00447892,75,20,2,15,1,2
57.1055728,65.567486,15.34156686,73.4,9.2,3,9,1,2
55.1737966,61.3271844,14.28551419,39,5,1,16,2,1
55.3759877,37.5401849,15.2971151,44,6,2,5,1,3
56.3027948,44.0413795,15.2458218,48.1,5.8,2,5,1,1
57.1159194,65.5395972,15.40474576,57.8,24,2,8,1,6
57.107123,65.722183,15.15051162,54,9,2,10,1,1
53.746017,91.4270715,14.94659004,51.8,8.9,2,5,1,1
47.2267009,39.5993646,15.22649753,77,15,3,21,1,2
55.815177,37.3728239,16.13789828,50,13.3,2,9,1,1
54.9790372,82.7343802,14.47303056,39,7,1,1,2,3
57.9709841,56.1661355,14.89731573,42,6,2,1,1,3
56.8838236,35.8939648,15.60727003,68.5,11.8,2,5,1,3
56.2524946,37.0074378,15.31958795,29,8,1,14,1,2
59.855281,30.349438,16.30041721,58,11,2,8,1,2
45.060325,39.014426,14.36939567,64,34,2,20,1,2
56.8736522,53.2650344,15.39448926,76,22.2,3,9,2,2
56.1333464,47.2788856,14.22030878,30,5,2,2,1,3
55.9259523,37.9998875,15.45450727,53,9,2,9,1,1
47.2808336,39.7032792,15.50190951,73,20,2,8,1,3
55.729361,38.023216,15.25059508,33,7.5,1,9,1,1
55.7943584,49.1114975,15.73243317,63,10,2,15,2,2
55.0420364,82.9409089,15.0964444,46.5,6,2,3,1,1
56.89933,60.645752,15.62379933,119.2,10,4,7,1,1
